scramble,recover,time,step
8 3 17 4 6 17 8 16 10 8 2 14 6 2 7 17 2 15 0,16 7 0 8 12 6 3 7 0 4 10 3 9 3 10 4 9 3 9 3 10 4 9 5 10 3 13 4 12 5 13 4 12 5 12 7 13 6 4 3 13 4 12 4 13 3 12 3 15 4 13 3 16 12 3,5927,53
1 7 12 9 14 0 5 15 2 11 14 7 17 2 10 8 14 4 7,3 12 17 8 0 6 1 8 1 6 0 13 1 14 2 13 15 2 16 2 7 0 6 0 7 1 6 2 6 13 7 12 1 9 1 7 0 10 1 6 0 7 1 6 1 6 0 8 0 6 1 6 1 7 0,6628,55
11 5 14 8 16 7 15 6 4 14 0 14 11 8 4 17 6 4,14 9 8 15 0 3 6 4 7 5 7 3 6 4 7 3 6 5 10 4 11 3 10 12 4 13 4 10 6 3 15 4 16 7 9 5 3 15 3 15 0 16 5 15 1 16 4 16 3 15 3 16 5,6563,51
6 14 6 3 14 11 14 2 14 4 11 3 15 11 17 10 4 10 12,10 6 0 10 0 15 0 16 0 9 1 10 0 6 0 7 0 6 1 7 13 2 14 0 13 10 6 4 12 3 9 7 2 13 12 0 12 0 13 1 12 10 13 1 12 0 12 9 14 1,6564,48
4 12 4 16 3 9 15 4 14 5 6 14 5 9 6 14 15 2,2 6 1 3 10 1 7 5 6 4 10 4 9 7 4 6 5 9 3 10 4 16 3 15 5 16 6 15 7 3 13 12 3 13 4 12 16 6 15 7 3 14 8 13 5 13 5 12 7 13 4 12 3 12 7 14 3,7655,55
5 9 0 16 7 3 9 15 3 8 3 11 3 17 4 17 7 5 15,4 7 3 6 1 7 15 6 1 9 0 10 0 1 6 2 8 0 6 15 0 16 0 9 7 3 15 4 10 6 1 0 16 1 16 4 15 0 16 3 15 1 15 16 1 15 0 16 0 15 0,7265,49
7 15 13 9 2 9 3 10 2 11 8 15 14 11 8 2 15 8 1,10 12 7 3 16 13 2 12 1 13 6 2 7 2 9 1 10 0 15 1 16 0 9 2 10 1 9 0 10 0 7 0 6 1 7 0 6 2 13 15 4 6 3 16 12 0 10 12 6 12 13 10 9 7 9 0 10 13 9 0 8 15 6 16 6 1,8366,63
15 7 1 13 11 13 4 14 0 17 1 9 15 8 4 17 10 14 3 9,9 15 6 3 16 4 15 3 0 15 5 16 4 15 3 16 1 10 5 9 0 3 6 4 7 3 6 4 7 3 6 4 7 5 10 4 9 12 10 4 9 3 9 13 11 3 9 3,5564,48
17 2 14 2 8 3 9 4 13 0 15 1 6 9 0 14 4 8,13 9 16 4 6 16 1 6 3 7 3 9 3 10 3 15 5 16 3 15 4 16 12 3 13 4 10 3 9 6 3 7 5 12 16 0 7 1 15 13 5 13 4 10 3 9 4 3 4 10 5 9 3 10 4 9 12,7630,55
9 14 9 14 15 8 16 11 5 14 8 9 12 15 0 7 4 12 11,3 13 3 6 14 2 1 10 1 9 2 10 0 9 13 2 12 1 13 0 12 1 0 12 2 13 1 16 1 15 2 10 12 9 0 10 13 9 2 2 7 1 6 12 7 1 6 0 6 13 7 0 6 13 7 1 7 0 6 12 0,9106,61
17 5 11 5 1 14 2 17 6 5 8 5 10 13 0 17 8 10,9 13 10 2 9 1 9 3 13 5 14 3 13 5 13 5 12 5 13 3 12 5 9 4 10 3 9 3 10 7 3 6 4 7 3 6 4 6 16 8 4 6 3 15 4 6 5 7 5 7 5 6 3 7 3 8 5 7 3,7640,59
5 8 5 8 4 17 2 9 13 5 16 7 12 16 9 17 9 4 2,8 16 13 3 14 4 13 4 13 9 12 5 3 7 3 6 4 7 4 6 16 3 15 3 13 4 12 5 16 3 15 4 16 4 15 5 16 5 15 4 15 0 16 4 15 1 17 3 15 4 16 3 15,7664,53
9 16 2 14 8 0 8 11 5 14 9 15 6 17 7 14 4 6 11,16 9 0 17 13 3 14 3 13 3 12 3 13 5 6 16 7 15 5 9 3 10 3 6 7 6 4 7 15 3 16 3 6 10 0 15 1 7 9 5 3 4 14 8 14 3 12 3 12 8 14 4 12 8 13 4,8441,54
17 8 4 8 4 2 17 9 1 16 11 0 11 14 9 3 6 13 15,3 12 16 9 17 3 1 13 1 12 15 2 17 1 15 0 2 10 0 9 12 2 13 2 12 1 13 1 15 1 16 1 15 0 15 3 16 1 15 4 16 1 16 0 15 2 16 1,6231,46
9 16 10 14 3 15 4 17 14 7 17 6 5 7 14 1 8,3 10 2 10 12 9 7 1 6 3 6 7 1 6 2 7 1 9 0 10 16 0 17 0 16 1 0 15 0 16 1 15 2 16 0 7 9 4 15 3 6 10 0 16 1 15 1 16 2 15 2 16 1 15 6 16 1 15 0 15 7 17 0 15 1,6324,62
11 5 16 0 14 11 16 6 4 13 6 12 8 5 15 12 8 2 13,6 16 9 17 6 7 15 0 16 6 16 0 15 0 16 1 15 12 1 13 9 0 10 0 16 12 3 10 4 15 13 0 2 1 7 1 6 1 12 1 13 0 14 10 13 9 13 1,6803,46
1 3 11 7 16 4 17 1 16 0 3 17 2 17 9 17 2 8 5,1 9 1 10 1 10 1 3 16 3 15 5 16 3 15 5 13 4 12 3 13 4 12 3 13 4 12 4 10 4 9 7 3 6 3 12 3 13 5 12 4 13 5 7 4 13 3 12 6 5 9 13 10 15 9 12 10 16 4 0 16 4 15 3 1 17 3 16 3 15 4 15 4 17 3,43670,74
14 11 0 8 17 3 14 5 8 13 4 1 6 2 17 6 16 8 4,1 13 1 14 8 6 3 7 4 6 5 7 9 4 10 3 9 3 10 3 7 3 6 3 15 4 16 4 10 4 9 13 4 10 3 11 12 10 4 9 0 10 4 9 1 11 4 9 5 10 4 9 3,7059,53
9 12 7 5 15 2 15 8 17 2 8 14 0 7 12 15 11 4,12 7 16 0 12 3 0 13 3 12 4 12 3 13 5 7 5 6 4 7 3 6 4 13 3 12 4 13 3 12 5 9 3 10 3 15 13 0 9 1 12 16 4 5 8 15 7 4 6 3 6 16 8 3 6 5 8 4 6 4 7 4,6513,60
15 6 13 10 5 14 2 17 9 14 2 9 4 17 3 17 11 15 6,9 15 9 12 2 9 2 15 10 16 9 4 6 3 7 5 9 3 10 5 9 4 10 3 9 4 10 5 7 3 6 4 12 4 13 3 16 3 15 4 4 16 3 15 7 4 13 3 12 6 3 9 13 10 15 9 12 10 16 15 4 15 3 16 0 15 1 15 4 0 17 3 17 1 17 3,46172,75
8 0 11 14 1 8 5 12 0 15 5 12 11 3 15 7 3 11,11 13 0 17 2 8 10 15 9 16 7 4 6 5 6 5 7 3 6 4 7 4 10 4 9 4 12 3 13 3 16 4 15 10 17 15 4 15 3 9 16 5 3 17 3 17 3 17 5 16 5 4 16 3 15 3 16 5 15 3 16 4 15 3 16 3 15 4 0 16 4 15 3 1 17 3 16 3 15 4 15 4 17 3,48336,84
2 17 3 14 8 3 17 9 13 4 9 17 4 8 16 6 16 0 10,9 5 16 10 3 0 13 1 14 0 14 1 12 1 7 0 6 15 0 4 0 4 5 16 0 12 2 13 2 12 1 13 0 16 1 15 1 6 1 7 16 0 15 2 0 16 1 15 1 16 2 15 1 16 2 15 0 16 0 15 1,7413,58
4 9 17 8 1 16 12 7 3 11 17 4 17 0 11 2 11 15 11,7 14 11 15 4 13 9 12 4 13 9 12 10 12 4 13 3 6 4 7 5 13 4 12 16 3 15 3 16 3 15 4 16 3 15 7 4 6 3 6 16 7 15 5 6 16 7 15 5 6 3 7 3 6 5 6 0 7 5 6 1 7 5 7,7829,65
2 15 0 9 0 7 0 12 5 14 10 14 11 17 7 5 0 15 11,13 3 7 15 8 3 9 2 0 2 15 2 17 1 17 0 16 1 13 1 12 0 10 1 9 2 13 1 14 2 14 2 12 1 0 12 10 13 9 0 12 1 12 3 13 1 12 2 13 1 12 1 4 13 0 13 0,8892,57
6 17 5 8 5 17 10 5 10 4 9 15 1 8 16 1 15 6 1,17 0 10 12 3 12 5 1 15 1 16 0 16 1 15 0 1 15 2 16 0 12 0 13 2 13 0 12 10 2 9 0 1 2 9 0 10 0 10 12 9 13 0 2 2 9 2 7 0 10 1 6 1 9 1 10 1,7180,57
5 17 1 14 3 14 2 9 14 15 10 17 4 10 0 15 6 4 16,6 12 4 11 12 9 1 10 12 9 13 10 1 9 2 4 7 0 6 3 7 1 6 2 6 1 8 0 4 6 1 7 3 6 0 15 13 3 7 4 12 16 2 6 2 6 3 7 2 6 4 8,6907,50
14 4 17 10 7 1 13 0 14 2 14 2 13 11 16 2 10 13,2 14 0 15 7 16 3 2 10 1 9 2 6 0 7 1 13 2 12 1 13 0 12 13 12 7 0 6 0 10 1 9 0 15 13 1 7 0 6 16 12 1 2 9 0 11 4 6 14 7 3 11 1 10 1 9 2 10,7359,56
3 17 7 9 14 5 11 14 17 0 13 9 1 13 10 15 1 6 4,12 2 12 15 10 16 3 16 6 15 1 3 4 7 3 6 4 7 3 6 4 7 3 6 6 4 7 3 6 3 7 4 4 16 4 15 3 12 4 13 3 3 9 4 10 4 16 7 4 6 3 15 3 10 16 6 15 9 16 7 15 4 8 4 8 6 4 6 3 8 7 3 8 16 12 15 13 7 4 6 5,34382,81
16 1 8 11 1 17 0 8 3 13 0 8 5 6 5 0 16 11 2,9 3 14 12 7 13 3 12 7 13 1 13 1 12 0 13 1 5 12 3 13 3 12 4 13 3 7 5 8 3 8 4 6 5 5 7 5 6 5 7 3 6 9 3 10 4 5 9 7 4 13 3 12 10 6 5 5 16 4 15 4 12 4 16 3 13 15 3 16 3 15 3,18063,69
8 17 5 0 11 14 5 0 14 0 13 4 16 5 14 9 13 4 2,10 17 3 12 4 12 7 0 3 5 7 3 6 3 6 3 7 16 5 15 5 16 3 15 5 6 7 6 0 7 3 6 1 16 8 4 6 3 15 4 6 4 7 4 6 4 7 5 6 3 8 1 6 4 7 6 4 7 0 6 4,7140,61
5 14 10 17 2 14 6 2 6 5 6 13 9 0 8 2 13 16 3,12 10 0 4 9 2 13 4 12 4 10 3 9 4 10 3 9 7 5 6 5 12 4 13 5 9 3 10 5 10 15 9 16 5 7 4 3 6 4 7 4 8 15 7 4 7 3 6 16 4 7 3 6 4 7 5 6 3,7691,56
7 0 9 17 2 16 6 2 7 5 7 17 2 13 8 15 11 16,12 16 10 1 6 9 3 10 5 9 4 10 12 4 13 15 4 16 3 6 4 7 3 6 3 7 5 10 3 9 4 10 3 9 4 10 3 9 5 10 5 9 3 11 1 9 4 10 0 11 3 10 3 9,6795,52
15 8 16 11 0 11 1 17 11 3 1 6 4 11 12 15 8 5 11,0 8 9 4 7 12 6 12 4 13 1 5 15 10 16 9 15 3 16 13 3 12 4 3 7 9 4 13 3 12 10 6 5 3 15 5 16 4 15 3 15 0 16 3 15 1 16 4 16 3 15 3 16 4,6659,52
14 2 9 17 6 10 17 2 12 7 10 1 6 16 10 17 4 15 8,13 7 2 8 13 0 4 16 3 15 16 15 3 16 3 15 4 16 3 15 5 6 3 7 4 6 5 7 3 7 3 6 5 7 3 6 3 12 4 13 4 10 4 9 5 9 13 10 12 5 4 9 5 10 4 11 10 3 4 9 0 10 3 9 1 11 4 9 3 10 4 9 4 10,10865,74
5 8 5 12 11 13 5 14 5 1 12 1 16 9 1 12 10 12 3,6 3 6 16 7 14 6 17 10 17 12 3 13 4 10 3 9 1 16 4 15 3 13 4 12 5 15 5 16 4 15 3 16 4 16 15 4 16 3 15 3 16 3 15 4 9 12 3 13 10 5 5 10 3 16 3 15 4 16 15 16 4 15 5 16 5 15 4 9 4 4,12068,71
10 17 3 16 10 15 10 16 12 9 6 2 8 0 8 3 11 2,1 6 16 10 0 8 5 6 16 3 15 7 3 15 4 16 3 16 4 15 7 5 6 3 7 4 6 3 10 5 9 3 10 5 9 12 6 3 7 13 4 10 3 6 4 9 5 7 4 10 3 6 4 7 9 4,8596,55
1 10 13 5 13 2 16 8 12 5 11 14 4 14 5 6 0 11 14 9,1 12 0 13 2 3 12 7 13 5 15 4 16 12 4 13 15 4 16 3 9 4 10 5 6 5 7 3 13 4 12 5 6 16 7 15 4 6 16 7 15 5 6 16 7 15 3 8 1 6 5 7 0 8 3 7 4 7 1 6 5 7 0 8 4,7734,64
8 14 11 17 5 0 11 0 17 6 16 0 10 2 14 10 17 3 8 1,14 3 16 5 16 9 0 10 7 0 6 2 16 1 15 1 16 1 15 2 9 2 10 1 9 0 10 2 10 0 9 1 15 1 16 10 0 9 0 9 2 9 3 10 2 9 4 11 10 1 9 1 10 2 9,6863,56
8 5 14 3 11 3 11 1 12 1 7 0 17 4 13 7 3 16 3,15 6 1 11 15 9 2 4 6 5 7 4 6 3 7 15 4 16 4 16 3 15 4 16 3 15 4 16 3 15 4 10 5 9 3 5 11 1 6 17 7 0 9 5 9 5,6800,46
15 4 7 11 4 11 14 0 14 1 11 7 13 9 14 15 4 16 0,16 7 13 5 11 3 0 3 13 4 12 13 3 12 2 13 4 12 5 9 4 10 7 3 6 12 4 13 5 16 4 15 4 15 10 16 9 13 11 17 1 16 0 16 11 12 3,6561,47
17 12 3 13 11 13 6 14 8 4 0 11 13 0 15 4 13 7 17 9 8 13 4 15 10,1 12 15 1 15 15 4 16 4 16 3 17 4 16 5 12 3 13 3 6 3 7 10 4 9 3 10 5 9 5 9 4 10 4 10 6 7 6 1 15 0 9 7 5 16 3 15 4 16 4 15 3 16 4 15 4 15 0 16 4 1 0 15 1 16,8355,63
5 7 17 12 0 17 7 3 15 4 6 12 9 8 3 10 17 4 0 7 3 2 8 17 4,6 15 3 9 5 10 1 10 2 11 0 10 1 6 0 7 0 6 0 7 10 0 9 1 10 1 9 12 1 13 0 12 1 13 0 7 0 6 12 1 13 15 2 16 1 15 1 16 0,5432,49
13 6 9 12 2 10 6 1 7 5 6 10 15 0 16 14 5 10 15 12 2 9 1 17 12,7 12 10 13 15 4 9 3 0 9 1 10 7 0 6 2 6 1 7 0 6 0 7 0 10 1 11 2 10 2 10 1 9 1 9 16 11 1 9 0 15 2 2 11 4 9 2 10 3 9 2 9 0,6362,52
14 16 6 13 8 15 1 3 6 9 16 9 6 1 17 12 6 4 10 8 1 9 14 0 17,7 12 1 16 12 7 9 13 10 0 3 7 4 6 3 7 5 6 4 13 4 12 4 13 3 12 4 13 5 14 3 14 3 12 3 16 5 15 3 16 4 15 3 6 3 7 4 12 7 14 4 12 3 12 6 14 4 12,7742,57
13 2 13 8 9 1 9 1 4 12 6 12 9 13 5 1 9 7 13 17 2 3 17 3 16,4 7 16 3 1 9 1 7 0 8 1 8 2 6 1 7 0 6 9 16 10 15 10 0 9 13 1 12 0 12 3 16 10 15 4 14 1 12 0 12 2 13 2 12 10 13 12 13 1 12 0 12 9 14 2,7614,54
17 12 4 14 1 5 16 11 8 17 5 9 0 15 1 17 9 6 4 15 6 11 1 9 6,10 15 7 3 9 13 10 2 4 12 5 13 15 3 16 5 15 4 16 9 4 10 3 9 3 10 4 6 3 7 3 6 4 7 5 7 3 10 4 9 6 5 10 3 9 3 10 3 9 5,6100,49
7 3 8 13 10 1 11 2 16 6 0 14 10 3 12 7 13 8 17 3 16 11 8 15 2,14 9 16 3 12 5 16 2 15 2 10 2 11 0 10 0 15 2 16 1 15 0 16 2 7 0 6 1 12 2 13 0 13 6 12 7 1 16 2 17 3 16 0 15 4 17 0 15,7195,48
11 6 3 17 0 11 0 6 16 0 10 1 11 0 11 1 11 6 1 16 11 15 14 7 17,3 11 8 13 7 5 2 13 1 12 16 0 15 0 12 1 13 0 12 0 13 2 13 2 12 2 15 0 16 13 0 12 1 13 0 12 1 12 10 14 1 12 0 9 0 16 13 0 12 1 15 13 1 12 1 13 0 12,6697,58
2 15 2 14 0 14 4 10 0 15 10 12 8 13 15 7 13 10 16 0 7 5 14 0 3,0 16 6 10 12 0 15 16 15 2 4 15 5 17 4 15 5 4 12 4 13 4 12 4 13 3 12 4 13 5 6 3 7 3 6 4 7 3 7 3 6 4 7 3 6 4 15 9 3 10 16 3 6 5 7 16 3 6 4 7 4 6 4 7 3 15,8459,66
1 16 8 2 4 15 1 15 2 9 15 12 7 0 15 2 14 6 11 2 7 0 10 16 3,12 11 1 7 1 9 16 5 15 4 15 3 16 5 15 4 16 3 6 4 7 4 6 4 7 3 6 4 7 5 10 3 9 13 9 14 3 13 4 10 3 16 5 15 3 16 4 16 1 15 5 16 0 17 5,6930,55
2 6 4 1 9 5 8 11 5 8 0 14 16 10 4 17 6 12 9 17 2 16 12 3 9,1 7 1 10 4 8 13 3 14 4 13 0 15 4 16 3 16 4 17 3 16 3 13 3 12 3 13 3 12 4 13 3 12 5 13 4 12 3 13 4 3 12 4 13 3 12 5 16 7 12 7 12 1 13 0 13 6 12 7 13 8 15 3,7264,63
17 10 6 5 6 13 3 2 9 7 14 15 0 12 0 6 16 11 16 1 5 7 14 15 0,9 15 3 12 10 5 9 1 10 0 9 0 10 7 15 6 16 2 10 1 9 16 0 15 1 4 16 0 15 3 16 0 15 2 6 0 7 2 10 0 6 1 9 2 7 1 10 0 6 1 7 9 1,6664,52
17 13 4 6 14 9 12 4 1 10 13 11 1 14 6 17 2 17 9 1 14 8 14 6 14,12 5 9 15 9 2 4 12 3 13 5 6 5 7 3 6 4 7 4 15 4 17 3 15 3 15 5 16 3 15 4 16 5 10 16 3 15 3 16 5 15 3 9 16 5 15 3 16 3 15 4,6497,51
5 13 17 6 2 16 6 11 0 17 1 7 10 12 9 2 17 0 8 0 8 1 5 16 12,10 14 9 12 2 11 3 9 4 10 3 9 3 10 3 10 4 9 7 5 6 1 3 10 5 9 3 10 4 9 0 5 10 5 9 3 10 5 9 12 6 3 7 13 4 4 9 5 10 4 11 0 10 5 9 1 10 4 10 3 9 3 10 3,7461,62
16 6 14 5 9 6 14 1 16 6 15 9 13 7 16 9 0 16 4 14 2 13 6 1 11,9 3 11 3 10 1 3 15 0 16 0 15 0 16 13 1 12 12 1 13 1 12 0 13 1 16 2 15 0 13 6 12 0 13 7 12 2 6 16 11 16 8 15 11 16 8 17 7 0,7427,48
5 17 14 4 7 9 1 10 16 10 8 1 13 8 11 17 13 10 0 10 17 1 16 7 16,15 2 14 7 3 13 16 2 15 2 16 0 15 1 7 1 6 1 10 1 9 1 7 0 6 1 12 10 13 9 2 7 2 6 1 7 1 6 2 6 13 7 12 1 6 0 12 7 1 6 0 6 13 8 0 6 1 7 0,7659,60
8 4 14 17 4 14 6 14 7 14 3 8 14 11 2 8 14 0 7 13 7 5 9 2 5,6 10 12 0 10 17 16 3 15 5 16 3 15 7 5 6 12 3 13 5 7 5 6 5 7 3 8 3 7 3 6 4 7 3 7 4 6 3 6 5 7 4 7 3 6 4 6 4 7 4,6362,49
10 6 14 4 6 16 6 1 17 12 3 7 11 13 10 16 14 7 17 12 2 6 0 10 2,9 0 16 10 9 16 8 2 5 10 3 11 4 10 7 3 8 4 7 12 8 13 3 12 7 13 15 3 16 4 15 4 16 5 7 4 6 5 10 3 9 4 12 3 13 3 12 3 13 3 14 1 12 5 13 0 14 3 13 4 13 1 12 5 13 0 14,10829,66
15 8 4 6 0 8 3 8 14 5 15 12 1 7 4 11 4 10 12 0 4 15 2 17 7,15 13 10 8 1 7 2 11 3 9 3 10 5 9 4 10 4 13 3 14 5 13 5 10 16 4 15 9 5 15 4 13 3 16 4 12 4 15 4 13 3 16 4 12 3,6234,44
11 4 16 2 6 10 17 7 16 11 0 9 15 12 8 14 15 7 5 12 7 16 8 10 3,3 8 11 3 10 0 9 1 10 5 2 6 0 8 1 6 0 6 1 7 1 6 1 7 0 6 1 7 10 1 9 2 15 1 16 1 10 2 9 0 10 1 9 15 10 1 9 1 10 0 9 0 9 16 11 0 9 2,5758,59
3 6 5 16 6 12 3 2 14 7 11 15 0 8 1 11 7 3 14 4 2 7 10 4 15,10 15 13 3 13 2 12 13 0 12 2 16 4 15 3 6 4 7 3 7 4 8 3 7 3 9 4 11 3 9 6 3 7 3 10 3 11 4 11 3 9 5 12 5 13 10 16 4 15 9 4 9 16 4 15 3 15 10 17 4 15 5 16 4 15 5 16 3 15 4,8762,69
11 7 13 2 14 0 17 8 3 15 7 12 6 14 5 1 11 1 16 11 6 5 14 4 10,6 9 15 13 5 12 14 13 0 5 9 3 10 4 15 3 16 4 13 3 12 5 13 3 12 5 9 3 10 5 15 3 9 4 11 16 9 5 16 7 3 6 4 7 5 6 3 7 4 6 3 15 3,7963,52
8 0 12 3 10 15 9 5 0 15 6 4 7 13 4 14 4 8 9 14 9 7 15 1 13,16 10 7 4 8 17 7 0 12 4 13 16 3 15 12 3 13 3 6 4 7 3 6 3 7 10 4 9 4 10 5 9 12 6 3 7 13 3 10 4 9 4 10 5 9 3 10 4 9 4 10 5 9 5,5265,54
2 15 6 12 17 2 14 17 3 15 4 1 8 17 14 7 2 12 16 9 16 14 3 1 12,14 0 16 1 10 13 4 14 3 13 0 5 13 3 12 4 13 3 12 5 7 3 6 3 9 3 10 4 15 3 16 5 7 13 4 12 6 4 3 13 4 12 4 13 3 14 7 13 6 16 6 15 4 16 7 15 4,6731,57
13 9 1 8 14 16 7 16 5 7 17 9 12 15 2 7 13 15 8 12 3 7 13 8 14,0 15 8 0 13 0 10 4 9 7 3 6 9 13 10 12 9 3 10 5 3 10 4 9 5 6 3 7 4 3 13 5 14 3 14 4 12 5 12 7 13 6 5 16 13 3 12 4 15 13 4 12 4 13 3 12 3,8297,56
4 6 5 0 11 6 17 6 5 16 11 17 6 4 11 4 13 5 2 10 8 17 14 2 10,6 13 10 3 0 6 13 7 9 2 10 0 6 0 8 1 6 7 6 15 2 16 0 15 1 16 2 9 2 10 1 9 0 10 1 7 1 6 2 12 9 0 10 13 1 0 13 1 6 0 7 12 6 0 7 1 6 1 7 0,7134,60
3 15 3 8 14 16 8 14 17 11 5 12 5 15 0 9 13 4 1 7 11 12 0 6 16,0 11 2 15 1 16 14 15 6 16 0 6 13 7 2 9 1 10 1 9 1 10 0 9 1 10 0 2 10 12 9 1 10 13 9 2 13 0 6 2 7 1 12 6 0 7 1 6 1 7 0,7361,51
5 17 9 0 7 11 16 3 2 10 7 2 12 2 17 11 0 12 4 0 15 7 14 7 5,11 12 3 6 5 7 4 0 5 10 1 9 2 6 1 8 0 6 13 2 12 1 16 1 15 13 0 12 0 9 0 10 2 10 12 9 13 2 9 7 1 6 0 10 2 7 2 6 1,7227,48
16 7 9 17 2 9 6 15 6 10 0 9 5 11 16 12 4 2 10 16 3 14 10 12 1,13 9 2 4 15 10 17 3 16 4 15 1 3 4 5 16 6 15 7 15 4 16 4 12 7 13 6 12 3 13 4 6 4 7 4 9 7 1 12 0 6 10 12 3 13 3 13 4 12 3 12 5 7 13 4 13 3 12 6,7402,57
10 3 13 16 3 13 8 1 3 15 0 4 6 14 17 4 9 15 2 9 0 16 1 17 1,17 14 11 16 10 2 1 12 1 13 0 12 0 13 4 0 10 1 9 3 9 2 10 0 9 0 10 6 0 7 9 16 10 1 9 15 10 2 11 7 15 10 15 9 17 10 15 10 6 2 10 1 9 15 10 1 9 0 9 16 11 0 9 1,7330,61
13 10 2 6 13 2 10 17 12 9 17 2 11 3 7 17 1 9 5 6 0 16 0 4 16,3 15 0 6 1 6 13 2 7 0 6 0 6 7 6 0 7 12 2 14 1 12 0 15 1 16 0 15 1 16 0 7 0 6 1 13 15 4 7 3 16 12 2 0 7 8 13 7 1 6 0 6 12 8 0 6 1 7 0 6 2 7,7165,60
10 3 9 17 8 0 6 9 3 8 1 16 2 7 3 14 7 10 4 10 15 2 12 1 11,1 17 7 13 16 12 16 9 17 2 16 0 15 1 12 0 13 16 1 15 1 16 0 17 1 16 2 13 0 12 2 13 1 12 2 12 10 13 9 0 1 13 1 14 3 13 1 12 4 14 2 12,6572,51
8 15 2 14 3 14 16 10 15 14 7 11 1 5 8 10 3 2 16 14 8 17 2 10 3,9 7 16 0 16 4 12 5 13 4 0 12 3 13 3 12 3 13 7 5 6 5 9 3 10 3 7 3 6 3 10 15 9 3 10 16 9 6 0 7 3 6 1 7 3 6 0 7 5 6 1 7,6325,51
2 14 0 11 2 6 17 3 12 8 17 9 14 7 12 16 2 13 5 6 15 7 11 0 15,10 0 8 13 3 10 4 0 6 1 7 12 1 14 0 12 1 7 0 6 0 15 2 16 1 15 0 16 2 1 16 10 15 13 1 12 0 13 1 12 0 16 9 15 10 13 1 12 0 9 2,6194,49
8 1 16 7 15 12 11 13 9 14 10 13 4 17 6 9 2 17 7 12 11 15 0 17 0,13 1 15 14 1 12 0 2 3 13 4 3 12 1 13 4 12 4 6 3 7 3 12 3 13 16 3 15 4 7 3 6 5 9 4 10 3 9 4 10 3 10 15 9 16 3 16 7 4 6 3 15 7 4 6 4 7 3 6 3 6 16 7 15 5,8128,65
3 11 6 16 10 6 4 11 5 16 10 5 0 14 8 14 7 2 10 6 14 4 17 4 11,3 11 12 6 4 7 2 16 4 15 4 16 3 9 4 10 4 10 3 9 3 10 3 9 7 5 6 3 10 4 9 4 7 12 6 3 7 13 6 5 10 4 9 4 10 3 9 4 10 3 10 1 9 3 10 0 11,6332,56
14 17 8 11 13 5 7 15 14 11 7 16 13 8 1 7 4 14 3 12 16 3 8 16 12,17 9 7 3 8 0 7 1 13 1 14 2 13 1 12 0 13 2 6 1 7 1 6 1 7 0 6 1 7 2 10 1 9 16 9 17 0 16 1 10 2 12 0 13 0 13 1 12 0 12 2 10 13 1 13 0 12 9 2,8827,59
3 14 5 2 15 12 0 4 17 9 2 15 6 13 1 14 0 16 8 12 11 5 6 13 10,12 8 0 9 13 11 1 6 3 7 3 7 5 6 4 12 4 14 3 12 1 4 5 16 4 15 0 5 9 13 11 4 9 3 12 3 5 10 3 9 4 10 3 9 3 10 4 11 0 1 0 10 3 9 1 10 4,7664,57
17 8 1 11 16 0 7 11 4 11 13 7 10 14 16 10 8 2 15 0 5 11 13 16 9,5 16 13 3 0 15 1 16 15 0 16 5 15 1 16 1 15 0 16 1 7 0 6 0 7 0 6 1 7 0 6 0 16 1 15 0 13 2 12 1 9 1 10 13 0 12 0 2 10 1 13 2 12 1 13 2 12 0 12 9 13 2 13 2 12,8168,65
9 4 2 14 8 1 16 2 14 16 0 13 11 1 15 1 15 9 2 11 3 10 15 3 8,1 16 2 16 9 16 4 15 1 3 16 4 15 0 7 4 6 4 9 13 3 12 10 4 13 4 12 3 5 6 10 4 16 3 15 9 7 5 3 12 3 4 13 4 15 13 4 12 3 16 5 13 3 12 4 13 5 12 3,8101,55
8 16 10 0 6 11 5 16 3 6 1 6 16 9 7 4 13 8 4 16 0 17 0 8 16,3 6 16 8 2 15 1 2 6 4 7 3 4 7 3 6 10 15 9 16 9 4 10 4 4 6 5 7 5 6 4 7 4 10 3 9 5 10 3 9 3 10 4 9 4 10 5 9 5,7202,48
8 9 4 16 6 17 9 1 12 4 16 8 2 13 10 2 12 3 1 6 15 0 6 10 4,3 12 7 13 16 0 14 0 13 4 14 7 3 6 13 5 9 3 10 5 9 3 10 4 13 5 12 5 13 3 12 3 16 6 15 7 15 4 16 5 5 15 13 4 12 3 16 4 13 4 12 3 13 3 12 4 5,8039,56
9 15 6 15 12 5 7 16 5 11 0 8 10 5 10 12 1 14 17 1 9 14 8 11 13,6 15 12 9 3 12 0 3 7 4 6 4 12 3 13 4 12 5 13 4 13 3 12 4 13 3 12 4 13 3 12 3 9 4 10 5 16 7 4 6 15 3 7 4 6 3 7 4 8 0 7 4 6 1 10 7 9 7 4 6 3 7 3 6,8061,63
13 3 14 11 8 2 9 7 16 13 5 1 15 0 17 6 13 10 7 5 1 16 0 9 8,13 16 3 8 3 11 6 5 7 9 5 10 5 15 4 16 4 15 4 16 3 15 4 16 5 13 3 12 3 12 3 13 4 13 3 12 4 13 3 12 4 13 4 12 5 12 7 13 6 3 13 12 4 12 3 13 3 7 3 12 4 13 4 6 12 4 13 4,8072,67
