scramble,recover,time,step
6 13 3 10 6 5 9 5 13 3 1 15 2 5 16 13 6 10 0 5 13 16 6 9 2,3 7 5 1 13 7 3 12 1 13 2 9 2 10 1 9 0 10 1 15 0 16 0 15 1 16 1 16 0 15 7 15 6 16 0 13 0 16 1 15 12 2 16 0 15 0 16 0 15 2,7426,50
6 15 5 14 0 14 3 6 12 17 9 5 0 11 6 13 10 16 6 1 11 17 5 1 11,0 6 0 14 4 10 1 10 5 9 5 10 3 9 12 13 15 3 16 3 15 4 16 4 16 4 15 3 16 4 15 5 13 5 12 6 15 3 16 7 5 15 5 15 0 16 5 15 1 16 5 16 4 15 4 16,7578,55
7 15 5 16 14 8 0 17 14 11 8 14 4 1 14 10 16 8 3 10 4 1 9 8 0,14 11 15 9 4 10 15 4 9 15 5 16 1 5 13 3 14 4 13 3 16 3 15 13 3 12 16 4 15 5 16 4 15 5 15 10 16 9 4 17 0 16 3 15 1 17 3 15 5 16 5,6681,51
12 8 12 1 3 16 9 7 14 8 15 5 14 17 3 2 10 7 14 4 13 7 1 15 1,0 7 0 15 0 9 15 3 16 0 15 2 7 0 6 2 7 0 6 1 3 1 10 0 9 4 0 16 9 15 10 2 15 0 6 0 7 2 16 2 10 1 9 0 10 0 9 15 10 1 9 1 10 0 9 0 9 16 10 1 12 16,7792,59
17 6 10 0 16 8 10 13 5 9 14 7 11 3 11 5 0 16 13 11 2 15 4 6 13,1 16 4 12 3 12 7 3 0 15 4 16 3 15 3 16 12 4 14 3 12 9 5 10 4 3 5 12 4 6 3 7 3 13 9 5 10 4 9 3 10 4 13 9 4 10 3 12 5,7076,48
1 17 5 1 14 6 14 7 15 4 11 15 8 2 11 14 2 14 17 4 9 15 8 15 1,15 10 12 8 17 6 9 2 10 5 6 1 8 2 6 0 7 2 6 1 10 2 9 2 6 0 7 2 9 10 16 9 15 10 1 10 1 9 0 10 0 9 1 10 1 9 0 10 1 9 0 9 3 10 0 9 4 10,7260,58
0 6 5 16 5 6 15 5 10 1 10 6 1 4 8 15 13 1 15 3 8 17 11 15 3,15 1 10 16 4 12 3 13 3 12 7 13 3 5 7 4 6 3 9 4 7 6 10 4 7 4 6 5 7 3 6 4 6 4 7 3 13 10 4 9 12 6 3 7 3 7 4 6 3 6 5 16 7 4 7 3 6 15 4,5877,58
14 10 1 15 5 0 10 0 14 7 16 13 11 8 3 14 16 9 13 3 14 15 11 1 12,6 12 1 17 9 13 10 3 10 5 9 4 10 4 9 4 9 3 10 3 9 4 10 3 4 12 7 13 6 5 15 3 16 3 7 12 6 14 5 14 7 13 6 3 5 6 13 5 12 5 12 7 5 13 4 13 3 14 3 13 4 12 13 3 4 3 12 3 13 4,8476,70
7 4 7 2 12 2 4 8 15 4 14 3 10 3 16 6 3 10 4 6 16 14 7 10 13,12 7 16 7 1 15 5 7 3 6 10 5 9 3 10 4 9 5 16 5 15 13 5 12 4 3 15 3 9 4 11 16 9 3 9 6 4 7 3 7 6 10 6 3 7 5 6 5 7 4,7617,48
6 4 15 5 17 0 16 6 5 7 16 14 7 17 8 13 15 1 17 14 1 16 11 3 7,4 10 4 15 10 3 1 16 12 1 13 4 1 9 0 11 1 11 0 10 2 16 1 15 1 16 0 15 1 15 0 16 1 16 9 15 10 15 0 16 0 12 2 13 1 14 3 13 0 12 16 11 15 4 14,8548,54
10 15 10 5 15 7 0 16 4 6 12 7 0 15 3 2 8 12 5 8 0 15 0 16 11,5 10 13 3 1 10 0 3 12 0 13 4 10 1 9 0 10 1 9 3 13 0 12 0 13 1 12 1 1 10 2 11 3 7 15 6 4 10 2 10 1 9 1 10 2 9 0 10 0 6 1 9 0 7 2,9584,54
14 3 8 3 11 4 10 6 16 0 4 16 5 17 1 14 10 4 11 8 13 4 11 3 17,17 4 7 16 1 6 13 7 12 0 13 0 12 1 13 2 13 0 12 1 13 0 12 16 2 15 2 15 1 16 0 13 1 12 2 10 0 9 0 7 15 6 0 7 16 6 0 11 3 10 2 9 4 10 1 10 0 9 2 10 1,7344,60
3 10 15 11 4 10 1 7 12 7 12 2 15 12 0 16 10 13 2 6 1 6 9 1 15,16 4 17 13 6 3 10 2 13 0 14 1 13 0 9 2 10 1 9 2 10 1 10 0 9 2 6 2 8 15 6 16 1 6 2 7 0 2 16 0 10 0 9 1 10 1 9 2 10 2 9 1 15 0,8753,54
0 8 15 3 9 1 3 11 7 5 10 0 6 5 1 6 16 8 16 3 0 16 5 7 2,17 9 12 7 13 2 16 3 15 1 7 4 6 3 7 3 6 5 15 3 16 4 5 4 16 6 12 7 6 13 15 4 12 7 13 6 16 8 15 15 13 4 12 3 16 5 13 3 12 4 13 5 12,14892,51
9 15 0 11 2 17 5 6 15 13 11 14 5 14 3 15 14 10 14 4 1 8 5 1 16,8 16 7 4 11 7 4 6 3 15 4 16 4 13 4 12 3 6 4 7 12 5 13 3 12 4 13 3 9 4 10 5 15 3 9 4 11 16 9 5 5 7 5 6 3 7 3 8 15 10 16 7 15 9 16 3,8547,56
17 11 15 13 4 16 7 3 6 1 6 11 1 14 2 6 0 15 10 2 12 15 10 1 6,5 10 15 11 0 6 15 6 3 7 9 3 10 1 5 7 3 6 3 13 5 12 4 13 3 12 5 3 9 13 10 12 5 12 3 13 5 13 4 10 3 11 0 10 4 9 1 10 3 10 3 9 4 10 4 9 12 5,10618,57
0 9 2 3 15 13 11 4 14 11 0 7 5 0 10 12 5 16 7 15 0 15 3 17 5,9 14 1 12 7 16 3 15 3 15 3 16 3 10 4 9 4 10 3 9 4 9 5 10 4 9 3 10 13 4 10 4 9 4 12 3 9 3 9 0 10 4 9 1 10 5 10 4 9 4 10 4,7417,52
14 16 10 3 0 17 0 9 0 6 1 14 2 14 1 13 2 3 11 4 11 4 14 11 16,13 2 10 16 10 0 9 2 10 0 9 1 10 1 6 1 7 1 10 1 9 2 6 0 8 1 6 2 16 1 17 7 16 6 7 16 0 15 1 16 2 15 0 16 1 15 0 6 2,5776,49
0 17 8 1 15 7 1 9 2 6 2 14 1 11 12 16 3 2 17 0 17 5 1 15 6,13 15 3 15 6 13 7 1 9 1 11 0 9 0 12 1 13 1 12 1 13 0 12 1 14 0 15 16 12 16 0 15 0 13 15 0 6 1 7 12 16 0 2 7 0 6 2 7 0 8 3 7 0 6 4 7,7443,52
17 10 1 12 0 13 9 15 6 13 17 10 14 11 16 11 7 3 2 12 1 10 8 1 16,9 1 13 1 12 1 4 6 3 7 16 4 15 12 3 13 5 3 7 4 6 5 3 10 5 9 5 12 6 3 7 13 4 6 4 10 3 7 4 9 10 4 9 4 9 3 11 3 9 4 9 4 10,9149,53
4 13 4 13 10 5 15 11 2 3 6 10 0 6 13 4 7 12 8 14 9 0 10 0 15,14 9 12 5 15 4 12 7 13 5 10 17 9 2 3 6 3 7 4 6 5 7 4 15 3 16 4 15 5 16 5 9 13 11 4 9 3 14 3 13 3 9 5 11 1 9 4 10 0 11 4 10 4,7964,54
7 2 10 5 8 4 8 9 4 7 5 2 6 14 7 10 13 9 3 8 2 17 9 13 15,16 13 0 14 16 0 10 4 0 10 3 9 4 16 3 15 10 4 9 3 6 4 7 15 3 16 4 15 5 16 4 3 13 10 4 9 3 12 10 4 9 5 3 5 6 4 10 3 7 4 9 13 9 12 7 13 10 12 6,7981,58
2 11 6 17 3 16 5 0 7 0 9 15 7 13 10 17 10 6 1 7 16 6 15 11 8,12 0 12 17 10 1 15 2 5 16 4 15 6 4 7 4 6 3 7 4 10 4 9 3 7 4 8 16 7 15 3 5 6 3 7 3 6 5 7 3 9 4 7 3 10 4 6 4,5894,48
7 5 13 7 5 1 16 5 8 14 2 16 5 17 8 14 10 8 0 6 4 7 15 10 16,1 10 0 10 15 2 3 9 4 10 4 9 3 10 7 3 6 4 7 3 6 5 12 7 13 6 13 3 12 4 10 3 9 4 12 6 3 7 13 3 12 16 4 7 3 6 3 13 4 15 13 10 4 9 3 12 5,7640,55
3 14 17 8 11 15 12 5 12 10 7 12 5 0 13 6 1 17 14 9 8 0 8 1 14,10 0 6 0 13 5 10 4 9 1 5 12 3 13 4 12 5 14 4 12 4 13 4 12 5 10 16 6 15 9 8 5 6 5 7 4 6 7 6 3 7 4 8 0 10 17 9 1 8 5 6 3,6576,52
12 1 6 12 11 8 12 11 15 13 1 9 7 14 10 17 9 1 5 9 3 1 7 14 16,12 16 6 3 9 4 1 9 3 11 5 9 5 10 3 9 3 7 5 6 3 7 4 6 3 4 13 3 12 3 13 3 14 7 13 6 6 3 7 14 1 9 4 10 3 10 0 14 4,5473,48
8 10 2 9 7 2 3 14 5 8 2 13 16 9 3 10 17 5 12 9 3 15 1 5 6,1 11 1 4 9 3 0 3 10 3 11 3 10 3 9 4 10 5 13 3 12 5 6 3 7 4 3 15 3 16 3 15 4 17 6 15 7 3 14 0 16 8 15 1 13 4 13 3 12 5 13 5,5551,52
1 5 7 9 1 14 4 11 4 16 10 15 9 1 9 13 9 4 15 13 1 15 2 17 2,6 12 3 15 3 12 9 2 10 0 9 1 10 12 10 0 9 13 0 16 2 15 10 1 9 1 16 1 15 1 15 7 16 6 2 16 1 17 6 13 7 16 6 12 7 16 0 15 0,7511,50
3 8 13 11 3 1 8 14 0 14 1 6 1 6 9 3 13 16 6 10 13 2 16 11 15,6 1 3 6 16 1 10 15 9 4 12 3 13 3 12 4 13 5 7 3 8 4 7 16 4 15 3 15 4 16 4 12 7 13 4 12 6 13 4 14 8 12 11 13 8 12 11 12 4,5872,48
5 15 11 12 6 17 0 9 13 2 3 12 16 6 3 1 12 11 17 9 5 9 13 11 17,4 11 4 11 1 9 1 15 0 16 0 6 0 7 1 10 12 9 13 10 12 9 13 1 12 1 13 7 2 16 2 15 1 6 0 16 2 16 4 15 2 16 3 17 0,5572,45
4 13 16 0 14 9 0 8 12 2 11 5 1 10 14 10 4 2 12 16 8 15 6 4 8,6 12 3 15 10 15 4 12 5 13 3 12 4 13 5 13 5 12 3 13 5 12 4 15 5 17 4 15 3 7 13 4 12 4 6 3 4 15 4 16 13 5 12 3 13 3 12 15 5 16,7576,50
13 6 3 6 4 7 14 2 9 16 0 11 4 16 6 9 16 10 4 15 12 1 8 2 4,9 5 16 12 9 3 1 9 0 10 0 9 1 10 2 16 0 17 1 16 2 10 14 1 13 0 14 9 1 17 4 12 11 13 3 15 0 15 1 16 2 15 0,7273,41
13 0 10 1 11 3 11 5 8 16 0 10 3 13 17 2 11 5 9 4 16 13 10 7 3,6 16 1 12 1 16 1 4 12 7 13 6 12 3 13 16 5 15 3 16 5 15 3 16 6 15 7 15 4 16 4 7 12 6 14 5 12 3 13 4 12 3 5 13 4 12 4 12 0 13 4 12 1 13 3 13 5 12 3,7238,59
2 12 9 0 10 12 6 2 6 11 0 11 14 15 10 14 2 7 9 4 11 14 3 6 12,6 17 10 6 0 6 1 5 7 4 8 5 7 3 16 4 15 3 9 4 10 4 15 3 16 4 7 12 6 5 7 13 6 10 4 9 3 6 4 10 3 7 4 9 4 6 4 10 3 7 4 9 4,5949,52
8 15 11 16 13 10 6 15 5 9 2 13 6 12 2 15 1 17 4 10 16 1 9 5 0,7 13 8 15 11 3 12 2 13 4 1 16 0 15 1 16 0 15 1 16 0 15 2 10 0 9 1 10 1 9 1 9 0 10 12 10 14 1 12 0 9 0 10 13 1 12 0 9 16 10 15 1 13 0 12 16 9 15 0,6859,59
3 6 13 9 16 5 8 14 0 14 11 3 9 17 3 7 17 9 0 11,16 13 9 0 15 0 5 15 4 16 12 4 13 15 5 17 4 15 7 3 6 3 15 4 16 4 6 4 7 5 7 9 1 13 0 10 6 7 9 1 12 0 10 6 13 4 12 5 10 4 16 3 15 4 16 3 15 9 4 14 8 13 5 13 5 12 7 13 4 12 3 12 7 14 5,45167,71
14 4 14 16 8 9 13 8 13 8 10 16 9 4 15 0 13 6 3 16 4 12 10 8 4,12 10 2 3 13 11 3 9 13 10 12 9 3 10 12 3 13 1 13 3 12 6 5 7 4 0 6 16 8 4 6 3 6 15 7 3 6 4 7 5 6 4 8 1 6 4 7 0 6 5,5429,49
10 2 6 11 13 16 11 15 2 9 14 2 8 5 7 17 3 9 12 15 0 3 16 12 9,15 2 9 15 11 15 4 16 0 4 9 5 11 4 9 3 6 4 7 9 4 10 3 9 14 3 12 4 14 10 4 13 9 12 7 13 10 12 6 13 10 12 7 13 9 12 6 4,7271,46
8 0 7 14 4 10 6 4 10 1 10 8 3 11 1 13 5 2 17 0 13 9 14 16 4,11 13 1 6 0 5 16 3 15 4 16 4 15 3 12 4 13 3 7 4 6 0 6 4 7 1 4 6 4 7 4 6 3 7 3 7 12 6 13 5 10 3 11 5 10 12 4 9 3 10 13 9 5 11 4 9 3 3,7224,58
5 2 11 1 10 13 7 15 2 15 3 10 8 16 6 15 13 8 13 8 13 3 17 0 13,4 13 9 6 2 14 3 15 10 16 3 12 5 13 4 12 3 13 9 4 10 3 9 3 10 3 4 6 15 3 16 3 7 5 13 5 13 1 12 5 13 0 14 3,5961,44
2 3 13 17 3 14 6 17 11 7 2 14 15 5 13 10 3 15 11 3 15 11 8 12 7,10 15 11 13 6 4 10 2 4 6 3 7 3 7 4 6 10 4 9 3 7 4 6 3 7 4 6 5 16 4 15 4 10 6 1 16 0 7 9 5 4 16 4 15 3 16 4 17 0 16 3 15 1 16 5 16 3 15 5,7263,58
13 16 7 17 13 11 8 3 8 3 7 0 5 12 5 15 13 4 17 3 12 1 11 14 11,4 12 10 1 16 1 16 3 12 2 14 0 12 1 4 15 0 16 3 15 0 16 2 15 1 16 1 9 0 10 0 10 12 9 13 2 7 2 7 4 6 2 7 3 6 2 6 0 7 0 6 1,7871,52
11 7 2 7 11 1 10 13 6 10 5 7 2 14 10 1 3 7 2 7 12 4 0 7 4,12 4 16 2 6 14 3 1 15 0 17 1 15 1 13 1 12 0 13 1 14 0 13 1 12 1 13 10 1 9 0 15 7 16 0 13 15 8 12 6 16 0 16 1 15 1 16 2 15 1 16 1 15 16 15 6 13 7 15 6 12 7 17 0 15 2,7761,64
7 3 6 12 0 16 11 16 13 9 16 9 14 10 4 13 10 5 2 10 16 8 0 7 5,2 3 10 15 1 5 9 3 10 3 7 5 6 3 7 4 6 5 12 4 13 4 12 5 14 4 12 4 10 4 9 4 10 4 9 4 11 1 9 5 10 0 11 3 11 1 9 3 10 0 11 4,7130,52
10 5 0 10 17 14 8 12 10 16 3 11 16 3 17 11 1 6 11 12 1 14 2 15 4,5 15 9 4 7 4 10 1 9 1 7 15 6 16 6 1 7 10 12 9 13 1 13 1 12 0 12 10 0 9 13 2 15 2 16 10 13 2 12 9 1 12 0 14 1 12 9 13 1 12 0 12 10 14 0 12 0 12 1 13 0,7464,61
6 3 9 4 9 1 10 8 4 0 15 4 14 0 7 16 6 16 14 1 8 17 12 8 13,9 15 13 3 10 0 7 1 6 1 3 10 0 9 0 10 1 9 1 6 2 7 1 13 0 12 1 2 15 6 0 7 1 16 6 1 7 1 0 10 4 9 0 10 3 11 1 10 0 9 0 10 1 9 0 10,6733,55
16 9 14 0 6 14 15 9 15 7 14 17 6 1 3 12 1 6 0 10 12 6 11 5 10,11 6 0 8 3 6 4 7 3 6 3 7 3 7 3 6 3 9 3 8 6 10 5 6 4 9 13 10 14 5 13 10 3 16 3 15 9 3 3 12 4 16 3 13 4 15 3 16 4 15 9 13 10 15 9 12 10 17 3 15 5,6796,61
14 15 2 14 8 11 16 3 11 1 3 15 6 1 15 10 6 15 2 3 9 6 0 12 2,12 4 9 12 11 0 16 1 15 0 15 1 16 0 15 1 16 12 2 13 0 10 1 9 0 9 0 10 2 13 7 1 6 12 1 0 7 1 6 1 7 0 7 4 6 1 7 9 17 10 3 8 2,5798,53
7 1 11 5 0 16 9 1 12 3 7 16 0 7 17 13 6 12 17 6 1 8 17 14 6,12 3 15 6 14 2 10 1 9 0 9 1 10 6 2 7 2 7 1 6 0 9 1 10 2 0 9 17 8 6 7 16 8 16 10 1 6 2 12 7 1 6 0 6 13 8 1 6 1 7,6331,51
0 7 13 7 12 6 13 16 8 1 3 12 7 9 3 13 6 0 8 0 13 5 6 2 14,12 6 2 9 0 11 17 10 0 9 16 10 2 6 1 7 4 16 0 15 12 10 13 9 13 0 12 0 1 7 2 6 0 7 0 8 13 7 12 0 6 0 7 0 6 2 6 3 7 2 6 4 7 2 7,6630,55
11 15 12 6 5 17 0 11 3 7 16 7 0 8 1 12 16 5 12 5 12 2 9 4 15,6 2 13 17 3 15 4 2 7 2 8 7 6 0 7 13 0 14 1 13 9 16 10 15 10 0 9 1 13 2 12 0 13 1 12 2 14 3 13 2 12 4 14 1 12 1 13 1,7900,48
11 13 17 2 8 12 0 12 2 16 0 14 3 13 8 13 7 5 8 16 6 14 5 12 9,13 10 12 3 0 11 17 3 6 16 7 3 6 16 7 15 7 3 6 9 4 11 3 11 4 10 4 16 7 4 6 3 7 4 6 3 15 4 6 15 3 16 4 7 5,5974,46
7 5 2 13 15 1 13 8 12 11 3 10 8 17 14 9 15 11 17 5 10 14 16 8 9,0 4 12 16 10 6 12 5 13 1 15 4 16 0 4 9 3 10 3 6 5 7 5 6 3 7 5 7 12 6 13 4 13 4 10 5 9 4 10 4 9 12 5,5192,40
12 6 10 3 12 10 13 1 15 6 0 8 1 8 15 4 2 16 4 1 11 17 9 13 15,4 10 7 17 3 16 9 15 10 1 10 1 9 2 16 0 15 2 6 0 7 0 12 2 13 1 12 2 13 1 0 15 8 14 7 12 6 12 8 16 1 0 14 9 13 1 12 0 12 10 14 0 12 2 14 1 12 1 13 1,7364,60
11 12 2 9 17 2 4 14 0 5 12 17 2 16 10 3 15 9 1 12 5 1 15 10 6,7 10 4 10 4 15 4 6 1 7 3 10 2 9 0 10 1 9 5 2 9 0 10 0 9 1 10 5 0 9 1 10 2 9 1 10 9 1 11 12 9 13 1 7 2 6 0 7 1 6 0 12 7 1 6 0 6 13 8 0 6 1,6930,62
15 8 12 6 5 8 16 1 14 16 4 7 11 1 10 7 15 2 4 16 2 15 7 4 6,16 10 0 16 2 9 2 3 10 4 9 3 10 4 9 3 16 3 15 4 15 3 16 3 6 5 7 4 6 5 7 5 9 3 10 4 6 16 7 4 6 15 7 3 7 3 4 6 10 15 9 3 10 16 9 3 10 6 7 9 10 9 8 12 6 13 6 4,9437,67
11 5 8 11 14 15 9 16 4 2 8 13 16 3 9 7 2 16 12 2 16 5 10 15 0,7 16 6 1 10 4 1 6 5 7 3 15 5 16 4 15 3 17 4 15 4 12 3 13 4 12 3 13 16 4 15 9 12 5 13 10 5 15 3 16 3 17 0 16 5 15 1 17 4,5971,49
4 11 4 2 7 3 12 4 12 5 16 11 0 6 11 12 15 4 0 11 4 13 2 3 7,13 10 17 7 16 12 0 13 0 7 1 6 3 6 13 0 12 7 0 15 1 16 0 15 0 16 1 9 1 10 2 12 0 9 1 11 13 9 2 8 3 7 0 6 4 13 7 1 7 0 6 12 7,7271,52
10 12 2 7 14 16 2 10 17 3 8 9 14 0 5 13 0 4 8 15 6 1 7 3 10,12 6 10 16 10 1 15 8 16 1 12 0 13 3 0 16 1 17 0 16 1 16 2 15 1 16 0 15 0 10 2 11 0 11 0 9 2 2 9 2 10 1 9 1 11 2 9 0 10 0 6 7 9 1,6771,52
2 14 7 15 5 2 10 15 12 8 3 13 7 2 14 4 2 8 1 12 3 8 3 8 4,16 1 17 1 15 4 13 9 12 0 4 16 3 15 13 3 12 4 16 5 15 9 5 10 5 10 5 9 3 10 4 9 4 7 4 6 4 7 4 6 3 10 5 9 3 10 4 9 3 12 10 4 9 3 9 13 11 3 9,6027,58
6 17 14 10 15 6 17 3 6 16 5 9 12 0 6 9 4 12 2 5 16 11 6 17 0,10 12 3 12 6 12 7 0 6 4 6 1 7 3 2 10 1 12 11 0 10 13 13 2 12 2 9 15 0 16 10 2 13 2 12 0 13 1 12 0 13 0 12,5856,43
11 3 13 8 15 9 15 9 13 5 0 10 2 7 12 2 9 6 12 6 5 6 10 0 8,6 16 13 0 8 9 4 12 9 0 10 1 12 0 13 0 12 1 13 16 1 15 1 10 1 9 6 1 7 0 6 1 7 2 9 2 11 2 11 0 11 0 11 1 10 0,5276,46
14 7 4 6 0 12 7 16 8 1 15 3 1 11 4 8 0 9 1 12 6 1 11 15 8,10 13 10 3 6 16 1 12 3 10 5 9 5 7 4 6 5 16 3 15 3 13 4 12 5 9 5 10 4 16 12 3 6 4 7 13 15 3 4 7 5 8 0 7 3 6 1 8 3 6 3,6706,49
0 17 4 13 5 1 7 4 10 3 11 6 12 1 6 17 10 16 12 5 6 10 4 8 1,14 7 13 4 13 9 12 17 10 16 9 16 3 15 3 12 3 13 3 12 4 13 4 6 5 7 4 6 3 7 4 15 3 16 4 17 11 16 11 16 3 15 4 12 4 13 3 16 3,4840,49
8 17 3 7 2 16 3 2 17 11 14 16 4 1 13 11 13 5 13 0 4 6 14 5 13,0 15 0 16 4 16 0 12 4 13 1 16 15 13 10 9 12 16 4 15 13 5 12 5 6 16 7 15 7 3 6 4 3 16 3 15 9 3 12 3 13 3 10 4 4 15 3 16 5 15 9 16 4 15 3 15 10 17 5 15 4 16 3,6740,60
16 8 1 8 2 6 3 10 13 6 2 12 1 7 15 0 4 10 0 8 0 8 15 3 9,15 6 1 6 16 7 5 9 4 10 0 7 4 6 3 9 4 10 13 4 12 4 7 3 6 15 9 5 10 3 16 5 16 7 3 6 4 7 4 6 4 7 3 6 15 3,4713,46
10 3 7 2 11 5 14 10 3 7 1 12 15 9 7 12 16 4 2 11 12 6 15 0 8,15 8 4 6 0 13 6 0 6 1 7 15 2 16 1 13 1 14 0 13 1 6 1 7 1 9 0 10 2 6 1 7 16 2 10 2 9 1 15 0 11 0 10 1 10 0 9 0 10 0 9 1 9 1 11 1,5731,57
17 9 15 6 0 9 14 2 5 10 2 14 17 6 14 1 12 4 15 10 1 4 11 12 5,3 9 15 6 13 7 9 0 10 4 1 6 2 7 2 13 6 12 7 0 10 1 9 2 13 0 12 1 13 1 12 2 0 13 6 12 8 0 6 1 7 1 8 1 7 1 6 1 7 0 7 4 6 0 7 3 8 0 7 1,6064,59
17 2 3 7 9 1 3 11 1 12 7 14 2 16 12 11 13 2 7 4 6 17 5 7 3,10 13 3 7 3 10 5 0 16 9 15 10 15 1 16 0 12 0 13 0 12 0 13 0 6 1 7 2 13 7 2 8 13 7 14 2 6 8 2 8 0 8 0 8 2 7,5806,46
1 10 7 14 16 10 8 14 15 3 0 10 13 10 0 15 2 16 4 17 12 6 17 4 12,1 9 13 1 6 0 10 3 9 16 3 15 4 7 3 6 4 6 3 8 4 6 3 7 5 6 3 7 4 6 3 13 9 12 11 3 9 4 10 4 9 3 4 16 12 4 7 3 6 3 13 4 13 15 10 4 9 3 12 4,6864,58
3 12 4 8 12 4 1 10 14 6 16 6 11 12 7 13 10 4 17 6 4 12 1 17 10,15 1 16 10 16 1 4 15 10 16 3 9 4 10 4 12 5 13 4 12 3 13 4 13 5 12 3 13 4 12 3 7 4 6 4 6 16 7 15 3 3 6 3 7 3 8 15 7 4 7 3 6 16 4 7 3 6 5 7 3,5545,60
15 3 9 4 14 11 0 9 6 5 13 3 13 16 6 9 4 14 7 17 4 2 6 14 4,12 3 16 10 16 2 10 3 9 16 5 15 7 4 6 4 13 3 12 3 16 4 15 4 15 10 16 9 3 5 16 4 15 4 16 5 15 5 16 5 15 3 16 3 15 3,5973,46
14 9 5 14 7 3 14 9 1 12 2 10 1 9 2 8 14 5 15 5 15 4 7 16 7,14 1 6 16 12 7 8 4 6 5 7 3 6 3 7 12 6 13 5 16 4 15 13 5 12 4 13 3 12 5 13 5 14 3 14 3 12 5 13 4 14 3 14 3 14 5 14 5 12 5,5989,49
11 12 1 3 10 6 1 12 2 11 4 9 12 10 7 17 13 4 1 9 6 12 5 11 13,11 17 8 4 9 13 11 3 9 3 12 4 13 5 16 5 15 4 15 3 16 3 6 3 7 4 6 5 7 5 4 10 15 9 16 3 10 15 9 16 4 7 4 6 4 7 4 6 3 7 4 7 1 6 5 7 0 6 3 6,6396,61
13 11 5 0 10 8 14 9 16 0 8 12 2 17 13 7 16 7 16 5 9 2 9 16 5,12 4 15 6 4 16 0 15 2 6 0 7 2 9 0 11 1 11 0 10 2 6 2 8 1 8 1 7 0 2 15 0 16 0 15 0 16 10 1 9 2 0 16 11 14 4 13 3 12 4 13 3 13 11 15 0,7258,56
17 10 14 6 9 0 3 7 16 11 7 3 0 15 14 2 16 0 15 10 16 12 9 6 17,15 3 9 0 14 0 4 0 12 10 0 9 14 2 12 10 2 9 0 13 1 12 0 6 0 7 0 2 2 0 13 1 12 1 9 0 10 0 2 13 1 7 0 6 1 7 0 8 12 7 1 7 0 6 0,7483,54
16 7 1 15 0 16 13 5 6 4 15 10 5 15 12 0 4 11 3 14 0 3 15 11 1,9 3 9 6 4 12 6 1 7 1 9 0 10 6 1 8 0 1 6 0 7 1 6 1 6 12 0 13 7 0 1 15 1 16 2 15 1 16 1 17 0 17 0 16 3 2 16 0 15 4 0 16 1 17,6474,52
10 7 16 9 2 3 16 14 2 12 7 0 10 6 13 3 8 15 8 4 2 7 3 12 3,16 12 8 1 6 16 7 1 3 15 3 17 4 15 4 15 5 16 4 15 3 16 7 12 6 13 5 9 13 11 4 9 3 9 12 10 3 7 9 7 9 1 7 9 7 9 4 7 9 14 7 9 7 9 17 7 9 4,6009,47
11 1 4 12 9 8 1 12 5 15 11 1 8 16 10 14 2 10 7 1 10 14 9 14 9,0 17 4 17 5 1 12 1 13 1 15 0 16 2 12 1 13 0 13 1 12 2 12 2 13 0 12 1 13 16 1 15 2 15 7 16 6 2 15 6 16 2 16 2 15 7 0 16 1 15 0 16 0 15 2,5436,55
14 6 3 17 2 13 8 1 6 10 1 13 16 7 13 0 5 12 15 7 0 5 12 10 8,10 1 15 7 4 9 0 9 0 10 0 9 1 10 4 2 9 2 10 0 10 1 9 0 9 0 10 0 16 1 15 2 13 0 12 9 15 2 16 0 10 1 13 1 12 1 13 0 12 1 13 0 12 0 15 1 13 0 16 12,6538,59
10 13 6 4 0 9 16 12 5 11 6 12 17 11 1 7 13 1 15 13 0 6 13 0 17,13 15 10 6 16 8 4 7 3 6 4 7 3 6 7 6 10 5 9 15 10 16 9 5 6 3 7 15 4 16 3 15 3 16 5 3 7 9 12 13 10 6 3 7 9 4 13 3 12 10 6 4 17 11 16 5 16 5 15 10 16 4 15 3 15 10 17,7837,61
0 6 5 9 15 0 12 17 3 9 2 11 3 6 10 0 17 4 15 3 7 13 3 6 5,12 7 13 4 10 17 3 16 0 13 5 6 5 7 4 6 3 7 13 9 12 10 4 10 4 9 5 9 5 10 4 9 5 10 5 10 3 9 4 10 4 9 3 10 4 9 3 9 0 10 3 9 1 10 5,5840,55
7 16 10 13 10 0 6 11 4 15 1 4 15 4 1 15 6 13 7 9 12 1 15 13 11,0 3 17 11 8 3 6 3 12 4 13 0 4 6 3 7 3 6 4 7 5 7 5 6 4 15 10 16 9 3 4 15 5 16 3 7 13 4 12 6 3 5 12 5 13 12 13 4 12 3 13 4 14 7 13 4 13 3 12 6 13 3,6869,61
11 4 14 7 4 14 6 1 4 6 16 6 12 6 13 11 7 3 12 5 13 9 2 11 4,3 11 1 13 1 6 4 10 2 9 7 1 6 16 0 15 12 0 13 0 16 1 15 1 6 0 7 2 13 0 12 9 0 15 0 16 1 10 2 10 13 1 12 0 13 1 12 0 9 13 1 12 0 12 10 13 9 1,6337,58
8 9 2 12 17 3 16 8 2 3 13 1 9 17 8 11 12 5 14 3 7 4 11 2 13,6 9 12 3 6 16 1 7 15 6 16 3 0 13 1 14 0 13 1 12 1 13 2 7 1 6 16 2 15 1 15 0 7 16 6 15 7 16 6 1 16 1 15 1 16 0 15 0 15 7 17 0 15 0 16 1 15 6 0,6791,59
